text,sentiment
produk ok cuma kekurangan nya pas mau masuki aja kaki ke sepatu agak perlu perjuangan . thank u,1
cuco meong pokoknya ?,1
pelayanan kurang respon sangat,0
"seller sombong , shok ngirim lambat percuma pake same day bangunnya siang kali",0
"datang dlm keadaan gagang bengkok pecah . gak niat banget packingnya minimal digulung pakai kardus bekas lah biar rusak produknya belanja di official store kok seperti toko biasa sempat difoto , barang langsung dibuang masuk tempat sampah sebagus apapun produk yg dibuat kalau pengiriman dan packing tidak aman tdk ada gunanya",0
puas respon cepat pengiriman,1
kemasan jelek brg dicoba lsg copit benang benangnya,0
"barang ok , pengiriman cepat . semoga awet battery nya",1
"ternyata warna nya coklat metalik , kirain biasa . tp gpp bagus barangnya",1
produk sesuai seller cepat dan pengiriman .,1
barang sesui dan bagus,1
timernya kurang tepat,0
bintang yang menilai semua .,0
"pia nya sudah sampai kak , tp pas di buka pada hancur smua . padahal bubble wrap",0
gak recomended . produk sih ok spt biasa tp packing cuma pk amplop kondangan putih dibungkus plastik ya jebol semua obatnya padahal buat stok najong banget dah di chat ga dibales kapok lah gw belanja disini,0
"barang sesuai pesanan , sayang miminnya kurang respon baru dikirim 5 hari kemudian .",1
kualitas good . pas dipakainya packing bagus tq,1
gunting kuku krg tajam jepitan uban jg,0
penyelesaian permasalahan berbelit . zaman online kok ya masih lama,0
sudah repeat order . ga perlu diragukan lg,1
"pas , warnanya lebih cantik dr gmbarny",1
barang yg dikirim tidak sesuai dengan dipesan .,0
makasih banyak ya pesanan udah sampai bagus,1
"barang sudah diterima , cepat sampai packing ok",1
"cepat sekali prosesnya , kemarin siang pesan dan hari ini sudah diterima . harga kompetitif",1
"barang tidak dikirim , ada pemberitahuan kalau barng kosong",0
barang udah sampe kmaren,0
paking barangnya kurang didalam udah sekarang belum bisa dicoba .,0
"bahan yang di gunakan menggunakan material besi , pengecatan dan kualitas produk tidak mengecewakan .",1
"produk tdk ssuai gambar , trus ad bagian yg sdh cacat . ketika d charge sbntar adaptor panas berlebihan thx",0
seller tidak bertanggung jawab . ?,0
topinya bagus bahan nya,1
pesan 3 yg datang 1 parah,0
proses pengirimannya cepat . warna sesuai pesanan hitam doff tapi kenapa doffnya ada yg bocel ? jd nga ekspektasi deh,0
"barang sudah d terima dg baik , tested ga ada masalah . thx ya",1
"mantap anti lengket , bisa goreng telur tanpa minyak hahha",1
barang ok cepat sampai . good job tq gan,1
"barang hancur dan rusak , mungkin tertimpa",0
saya pesan yg donat sudah lewat sms tapi dikirim ikan kecewa sebab kucing gak doyan . udah bilang pakai kantong polos,0
respon cepat barang mantab .,1
"pengiriman cepat , terimakasih .",1
penjual gk respon bgt parah,0
"pengiriman cepat , kemasan rapi",1
terima kasih gan . barang sudah sampai,1
"nice , barang bagus recommended",1
ok di favoritkan . sudah tes satu cpt dan tepat merdeka,1
lumayan buat cukur jembut,1
pesanan sdh saya terima dan sesuai . thanks seller,1
"barang dikirim tidak lengkap , sayangnya waktu unboxing divideokan krn beranggapan belanja di seller besar akan mengecewakan dichat ke diinfo difollow up oleh timnya tp ternyata ada tindak lanjutnya jaminan memuaskan",0
minta tahu dikirim tempe .,0
"ampun dah ini packing terasal yg pernah gua terima , klu patah gimana awas aja isinya rusak pas pake ya",0
"seller ramah n reapon cepat , packing rapi thanks .",1
yoga mat nya bagus aku suka . setara sama yg mahal hehe,1
respons penjual baik . barang yg dikirim tidak sesuai spek ditawarkan agak kecewa,0
ok gan manntap,1
barang bagus gan . thx,1
"sepatunya original wakai , warnanya jg oke . daper harga diskon yang murah banget thanks ya",1
brg sudah diterima ok terima kasih,1
"barang ori , harga oke pengiriman cepat mantap . d",1
"sesuai gambar , tapi tidak memuaskan pelayanannya . komplain di respon dgn baik",0
"sangat baik , recomended seller packing juga .",1
baguslah pokoknya recomended seller,1
pengirimannya cepat . seller ramah bgt,1
"kwalitas bagus , barang oke . pengiriman cepat",1
"paket sdh diterima , barang sesuai pesanan thanks",1
"packagingnya aman , barang nya pun juga bagus",1
thanks barang sdh mendarat sesuai pesanan,1
sangat buruk sekali . saya uda bayar sy komplen kirim barangnya tapi barang tidak dikirim kembali kesaya pelayanannya dan menyesal sama percaya bgitu mau tetapi ud mnunggu cukup lama kecewa telah membeli,0
"produk diterma dengan baik , pengirimannya juga luar biasa cepat dicoba pas banget untuk nintendonya .",1
"respon cepat , saya puas . ?",1
barang dikirim sudah malam . kurir tidak info tiba sesuai dengan sop biasa apalagi ini daging mentah di tinggal saja sekuriti rusak semua,0
"diproses dan diantar dengan cepat , packing baik . recommended seller",1
"bahan bagus nyerap , tp kecil dilingkarkan badan . jahitan kurang rapih tali bh copot harga sesuainya seperti dibeli 3rb kalau kemahalan o",1
barang sudah nyampai mantapp,1
"beli abon 2 srundeng tapi salah dikasih semua 4 jd ga jadi dpt krn klo retur hrs ngirim brg yg , ribet .",0
"ga mungkin barang baru . jijik liatnya ada kaya kotoran cair , dan ini pun keluar dari bungkusan buang",0
ini pembelian ke . tidak mengecewakan respon cepat recommended seller,1
cukup kecewa karena headtset yang sebelah kiri mati tapi suaranya bagua,0
"kualitasnya parah , keteken langsung pecah",0
ringan kaya hp spiker telpon rusak,0
pengiriman cepat . mantap,1
"console sebelah kanan analoq ya drift sendiri lecet juga , ng recommend deh . kapok",0
keren bagus sangat berguna sekali,1
"bagus , sesuai deskripsi good lah",1
muantab sesuai pesenan .,1
"bertanya , dijawab ready dikirim tuker ga boleh . kecewa sangat",0
barang tidak ok,0
"packing rapih dan barang sesuai , good seller lah thanks gan",1
"mantap banget , ikan cupang sehat lincah dan langsung menyesuaikan dengan air di dalam aquarium baru . ekor sirip half moon bgt",1
packing bagus sesuai dengan aslinya,1
"pemrosesan serta pengiriman produk cepat , padahal bukan di daerah jabodetabek . diterima dengan sempurna 3 buah micro usb data cable kualitas premium dan ada bonus kartu perdana smartfren trims",1
barang kondisi tidak bisa menyala buku manual ada terima kasih untuk headshet secondnya barangsampah,0
terimakasih paketnya sudah sampai . good saller recoment,1
"barang mantap , respon klw chat jg cepat di buku ptunjuk ada bahasa indonesia nya next ane order lg dsni buat kado ultah nyokap gan",1
"barang dikirim sangat cepat . komunikasi yang baik tidak tahan lama , lebih pakai di dalam",0
kulit choipannya banyak yg hancur karena dan lengket satu sama lainnya,0
maaf gan kok gk sesuai sama yg dideskripsi ya ? gmn nh,0
"parang mantap , jangan ragu ama agan in i .",1
ok gan barang udah diterima packing good .,1
kurang puas sama dompetnya,0
"terimakasih barang sudah mendarat dengan cepat . kualitas , biar bintang berbicara",1
sangat tipis bisa di terawang . bagusan leging ibu pinggir jalan ini mah tidak recommend over price nyesel bgt gw,0
bahan ny bagus gx mudah melar,0
fast respon n good seller,1
"warna yg dikirim tdk sesuai , kurir jg salah kirim barang . tertukar dgn alamat lain tq seller",1
barang sdh diterima dan bagus tks,1
"ukuran warna sesuai foto dan deskripsi , produk bekerja dengan baik packaging cukup rapih aman . hanya sedikit keterlambatan pengiriman tetapi keseluruhannya sangat bagus",1
recomended lah ya .,1
enak bgt dan order lagi,1
aman untuk bayi ? . trimakasih,1
"nya cutting kecil . bagi yg panjang kakinya 2 cm seperti saya , sarankan ambil size di atasnya utk model ini biar lebih nyaman seller responsif pengiriman cepat terima kasih ya",1
produk sesuai respon cepat,1
"produk sesuai gambar , seller fast respon",1
"mantap sendal nya , . tapi warna list ungu kurang tebel bgt ini ngejreng alias terang pas bnr n ukuran thanks sabertooth",1
"trimakasih , baarang samapai dan work d",1
paket sudah diterima gan .,1
proses cepat . kiriman kilat packing kuat barang mantabb,1
"kualitas berbanding harga baik , pengiriman dan respon penerimaan penjualan cepat terima kasih",1
"repon dan pengiriman biasa aj gak cepet , buat barang kualitas lumayan tp ada kena lem bagian kanan kayak d foto harus nya di cek lagi sebelum kirim kotak jg ancur banget rapi",0
barang bagus n sesuai deskripsi,1
tidak sesuai foto .,0
barang sudah . lumayan bagus,0
terima kasih gan barang sudah sampai dan ditest berfungsi dengan baik,1
barang sudah sampai dengan selamat sentosa,1
"ukurannya kekecilan kalau normal saya pakai ukuran l , disini sangat kecil untuk .",0
"tampilan si ok banget tapi bahan tipis , masa baru dipake pemakaian normal dua minggu jahitannya udah sobek sendiri .",0
"ga sesuai expetasi , lebih mirip singlet tanktop beli putih 2 hitam yg dikirim semua pdhal order sdh tanya saat cekout jg dipilih packing rapi pengiriman agak lama penjual responsif",0
"tidak sesuai foto , tdk ada tulisan photofast . bahan tipis ringkih",0
"pemakaian satu hari , bisa jebol begini ?",0
yaass pienya sampai tujuan dgn selamat . packing rapi pake bubblewrap jadi aman thanks a bunch ya bli,1
brasa legit,1
sayang keluar suara org cina melulu bro gak ngerti g ngecash nya ketahuan penuh gmn tapi untuk keseluruhan dari 1 beri nilai 8 ksh tau cara kerja di iklan,1
"response cepat , product sesuai dengan spesifikasi",1
barang sdh sampai . okesiip,1
"cas aki berfungsi baik . yg masih bagus pasti bisa dicas lumayan titip pinggir jalan mending py sendiri semoga awet , sukses terus buat seller",1
"tali sepatunya belang , saya tidak suka dan sesuai pesanan 4 dikirim nmr .",0
"parah pengiriman lama satu minggu lewat baru dikirim tanpa ada konfirmasi ketersediaan barang , sangat kecewa dan kapok pasahal masih kecamatan hadeh",0
"gan , kalau packing yg bener aja dong . masa kertas nya robek kecewa",0
"pengiriman cepat namun , saya baru sempat susun dua minggu setelah barang sampai tapi ternyata cube kurang sekitar piece polos jadinya lemarinya tidak kokoh berharap penjual bisa mengirim part ke kuranganya supaya perbaiki bintangnya . ketika berudi terima saran harus ada tabel verifikasi jumlah dan asesoris nya di sini cara pasang berikan dengan jelas jika ini merek resmi komplain lembaga perlindungan konsumen indonesia",0
barang sesuai ekspektasi,1
pesanan cocok barang bagus .,1
"pengiriman cepat , rasanya enak",1
produk tidak di kirim ga bisa kasih ulasan dong,0
barang sesuai dengan yang di gambar,1
celana sdh sampai .,1
keras nya bukan main kayk batu,0
"respon cepat , sayang lensa macro nya ada baret masih dimaklumi lah karena murah tp berharap kualitas barang bisa lebih baik",0
produk sesuai awet,1
biar bintang yang menilai,1
barang sudah sampai . kualitas oke,1
"sesuai ekspektasi , barangnya enak dipakai",1
"barang palsu , bukan hot wheels original . made in china malaysia spt diskripsi",0
"ok sip gan , barang sudah diterima next time bisa dicantumkan alamat juga agar pengiriman via sampai jika dititipkan .",1
ya begitulah . bata gitu lho,1
trimakasih brg tlh sampai dgn respon yg cepat .,1
"barang di retur gara pointer mouse ga jalan alias bisa d gunakan . ongkir bebankan ke pembeli smua smpai biaya kirim balik , pelapak nya mau rugi banget untung yang berjalan dengan baik dan n lancar",0
produk memang sesuai pengiriman hr bru sampai stelah kli teguran . ekspektasi bs unt kenyataannya ga bgt,0
"sepatu alive itu ada size gede dan sepatunya beneran awet parah ini adalah termanis dari koleksi yg q miliki . packing selalu aman qc nya juga bagus mau di platform manapun , layanan cepat memuaskan membantu thank you so much bakal nambah lagi nih kayanya hehehe",1
kecepatan pengiriman sangat baik,1
"oke banget lah sesuai bgt , makasih bonusnya",1
pengirimannya cepat . brangnya okee,1
barang gambar . walaupun seller ga pernah bls chat tapi puas kok,1
pesanan tepat waktu dan respon cepat,1
thanks barang dah diterima dan berfungsi baik,1
produk dapat berfungsi sesuai deskripsi semoga awet,1
puas . barangnya bagus dan sangat bermanfaat,1
kalau tokonya mau di nilai dengan baik berikan juga pelayanan yang buat pembeli . saya kecewa karena dia bagian antenanya ada patah parah pekingnya kurang bagus dusnya penyok,0
"tidak recommended , kaki bisa masuk sepatu seperti sablonan kualitas not ok",0
"bahannya tipis dan ukuran xl nya kekecilan , terlalu sempit utk dipakai",0
saya senang paket sampai dengan rapi sesuai deskripsi .,1
"terimakasih , order sudah diterima",1
bahannya kurang bagus . biasa aja,0
"good , sesuai deskripsi produk berjalan dgn baik dan murah",1
baru diterima . terima kasih,1
warna kuning hanya samar jadi spt putih tdk gambar dikotak,0
"produk bagus , kualitas ok kuat dan pengiriman cepat packing aman",1
"tidak berfungsi , saya coba diberbagai komputer bisa koneksi dengan flashdis kecewa",0
nice product packing aman,1
barang sesuai produk dan sudah di pakai tintanya,1
produk dipaketkan dgn rapi dan sampai baik . ok ukuran benar sesuai mengapa bisa ada comment kebesaran atau kekecilan ini pembelian ke 2 saya mantul wakai thx tokopedia ditunggu promo berikutnya,1
barang sampai sesuai deskripsi tapi kenapa waktu di pakai langsung rusak ya ? kayaknya ga kuat tenaga nya klo meter . yang pendek bisa jalan,0
oke lah .,1
buset di kasih merk ares . pake pod kuy 1 hari langsung bau gosong perdana kecewa belanja toko ini,0
"barang sudah masuk , terima kasih",1
"drone sulit dikendalikan . take off selalu miring wlpun ud kalibrasi sesuai kertas petunjuk menu app android bhs inggris tapi pesan errornya bahasa mandarin , gak bisa baca",0
barang tidak ada tapi tertulis di stock .,0
"respon sellet cepat , kualitas barang bgs",1
"informasi produk berbeda dengan deskripsi yang dijual . saran untuk lain , hati hatilah memahami supaya tidak kecewa",0
sesuai deskripsi . trims,1
bagus dan cukup memuaskan sesuai pesanan,1
"pesen apa dikasih , kecewa bgt",0
gak layak disebut jam pria . strap kecil diameter jg krg utk dipake cowok sy kasih sm pembantu jamnya cewek cukup sekali,0
produk gak dikirim,0
mantab . respon cepat pengiriman,1
"produk blm memuaskan , tapi tetap bekerja dgn baik",0
"walau gak respon jawaban , tapi pelaksanaan proses cepet sdh sampai dlm 1 hari puas banget akan diulangi lagi harga bagus",1
banyak yang nanyain beli,1
barang dngan harga nya,0
"punten gan telat kasih ulasan , barangnya sudah sampai dgn selamat ya kemarin . best seller ente y",1
belum coba .,1
miring dan penyok,0
recommended seller .,1
"kurang teliti , saya pesan hitam 1 dan merah yg dikirim semua",0
bodi kokoh berfungsi baik harga bagus,1
"gak compatible sama samsung prime dan . dua hp saya coba tidak bisa gan , harusnya ditulis ini apa aja rugi dong beli dipakai",0
barang sesuai pesanan . good respon,1
ga amanah toko nya bilang ready ukuran transaksi kosong stok dari awal kalo yg di ingikan bisa pindah ke penjual juga lelet,0
sy order yg tipe mq 7 malah seller kirim lain gak suka kalo emang ada stocknya tlg dong diberitahu jd bs pilih model . kapoklah mau belanja di toko ini lg,0
"barang sudah sampai dan produk bekerja dengan baik thanks , smoga sukses gan",1
"saya sarankan jangan transaksi sama toko ini , pesanan sampai saat belum dikirim . selalu bohong klo ditanya",0
diterima dengan baik . terima kasih,1
produk tidak berfungsi,0
size kecil banget .,0
adminnya kebanyakan t . lamban bgt kecewa banget deh,0
"blm dicoba , mudh mudhan sesuai terimakasih",1
brg sdh diterima .,0
hai sist ya sudah sampe . kualitas ok,1
"cepet rusak analognya , jadi pake yg normal lagi . kurang bagus",0
"barang yang diterima cacat pada analog , untuk komplain tetap dilayani tetapi dari saya sendiri tidak kirim kesana karena ribet dalam ongkir dan pengiriman nya . lain kali tdk apa di buka segelnya cek analognya sehingga perlu masalah complain balik sana lagi terima kasih",0
"bagus kwalitasnya , cuma ngepas bgt sudah size paling besar kl mau pesen bisa custom gak ?",1
"tq brg sudah diterima , packing baik dan sesuai dengan pesanan",1
"sesuai pesanan , lumayan lah buat main berdua sama anak .",1
enakk . dressingnya juga,1
"fast respon cuma barangnya ga dikirim dalam kotak sehingga robek , tp gpp deh makasih",1
"pengiriman pakai gosend cepat sekali , 2 jam sampai . keren jadi langganan nih",1
"barang oke , mudah mudahan awet .",1
"barang sesuai , pengiriman cepat makasih ?",1
"packing oke , respon cepat tapi buyer bilang headset retak jd ga kepake",0
"barang bagus . sesuai info , bermanfaat",1
"sesuai dengan harga . kualitas sangat buruk pas saya colok ke komputer terus colokin headphone jack port di usb nya punya headset nyala yang kanan doang , dicolokin hedphone biasa dua mic juga bener jangan beli vention sound card aja lebih bagus tapi mahal sedikit apalagi tidak foto keliatan murah aduh ilang ribuan untuk ini ?",0
"mantap , enak saladnya . tq",1
semoga baik awet,1
"gak rapih bgt dalemnya , kayak di qc atau ntah karena diskon jadi barang yang agak rusak . cukup kecewa sih",0
barang sdh trima dgn rapi . barangnya sesuai yg ada di recommendlah siip tq tokopedia,1
"ini kimchi yang pernah ku makan . enak banget masih berasa manis sayang , packagingnya kurang baik menurutku karna kira akan dibagi menjadi 2 toples per gr sesampainya dirumah toplesnya menggembung jd agak susah untuk dibuka saat meledak mungkin selama perjalanan si banyak guncangan dan panas kehilangan bumbu lumayan",1
proses pengiriman lama . bahan tipis,0
"mantab sesuai dgn pesanan , ttm kasih",1
jeruknya enak manis,1
"hape bekas atau kw ya ? . semoga usahanya berkah , amin",0
barang yang dikirim tidak sesuai sengan gambar . trima,0
"kualitas bagus , respon penjual via wa maupun toped juga cepat",1
"terima kasih ya . pengiriman cepat , barang sesuai deskripsi sukses selalu",1
"recommended banget dah , respon dan pengirimannya super cepat",1
mantap sesuai harganya gan . cuman agak lama sampe nya hehe btw rekomen dan harga paling miring,1
"semua fitur berfungsi baik . hanya sayangnya ada beberapa bagian tripod yg penyok dan kaca ringlight retak mungkin pas pengiriman ya tapi overall , alat dengan ?",1
barang tidak sesuai gambar yang ditawarkan,0
barang cepat sampai dan sesuai pesanan,1
kaca tetap berembun dan membuat jd kotor,0
barang bagus . pengiriman cepat seepp lah,1
udah di coba dan memang mantap sesuai harapan yg discripnya . ok deh pokoknya,1
"paket sdh diterima dgn baik , trims",1
terimakasih gan barang udah nyampe,1
"produk sesuai pesanan , respond dan pengiriman muanttaf",1
"barang sudah diterima , ramah dan fast respont . terima kasih sukses selalu buat penjual recommended bgt",1
pengiriman sehari nympe 3 hari . ga sesuai bikin khawatir aja,0
"barang ga bisa di pake , gimana dong saya mau tuker tolong dongg punya orang soalnya",0
"maaf nih , wanginya kaya body lotion citra malahan masih lebih wangi ? emang sih harga murah tapi menurut saya tetep ga worthed",0
"barang bagus , pengiriman cepat sayang packaging . pesanan untuk menambahkan bubble wrap juga tidak diindahkan respon",0
tidak sesuai pesanan,0
semoga awet wet,1
"sesuai sih dengan deskripsinya walau ukurannya agak besar , padahal milihnya ukuran saya .",1
"terimakasih , barang dudah diterima dg baik .",1
"so far , good . sempat ada kerusakan dibarang pertama tapi seller sigap dalam menyelesaikan keluhan job",1
lacinya sering macet tidak terbuka otomatis,0
"kecewa belanja di tempat kamu , lain pesan dikirim ?",0
ujung buku rusak . padahal sudah mahal beli import,0
"tidak dapat batrai , produk sudah usang seperti barang bekas",0
terima kasih .,1
barang sesuai deskripsi . walaupun ada yang kurang tetapi penjual bertanggung jawab good reseller,1
"pengiriman cepat , berfungsi tapi harus dikaretin klo ngga longgar jadi bisa di pake",0
barang sudah terima gan dan bagus . kasih,1
"barang bagus , sesuai deskripsi",1
beli tapi paketan datang g dikasih penyok dah,0
barang bagus oke,1
maaf baru review . barangnya keren sumpah terima kasih,1
mantap sesuai dgn pesanan,1
sesuai gambar dan berfungsi dengan baik . terimakasih,1
"barang tidak lengkap , sudah coba kirim video unboxing tapi ga bisa minta nomer wa dan email agar videonya balas ke tokopedia juga di . percuma nya pakai karena gambar tertera free",0
pembelian ke 2 . besok packingnya tolong di benahi cuma bubble doang lakban seadanya bolong sebelah,0
saya bru pakai 4 hari tp sdh berbulu dan kelipet .,0
matnap,1
tombol hapus tidak berfungsi,0
"barang sudah terima sesuai pesanan , belum dicoba mudahan bagus karena selama belanja disini selalu",1
barang dah sampe sesuai gambar makasih ya,1
lumayan lah barang bagus,1
barang sesuai gambar pokoknya bagus mantap ga ada kendala,1
layanan pengiriman kurang memuaskan . kardus dlm keadaan penyok untung bagian dalam tidak pecah secara saya order product cair,0
sesuai gambar .,1
"kualitas lcd sangat tipis , sehingga home button jadi lebih tinggi dari pada layar . respond cepat tetapi admin tidak menjawab pertanyaan saya dengan benar",0
barangnya sesuai oke,1
"respon cepat , pengiriman recomended seller",1
"yg dipesan dtg barangnya beda , ga ada konfirmasi mau retur juga mahal di ongkos sudah lah",0
"barang sudah diterima , packing rapi dan aman . terimakasih",1
beli 2 tp gak dikirim,0
fitur kurang memuaskan hanya sedikit seperti band yang sebelumnya belum layar sentuh full tidak sesuai dengan harganya,0
suaranya gk bs bersih . ada noise hasilnya lebih bagus ngerekam pakai headset iphone ini,0
"penjual responsif , pengiriman cepat produk sesuai deskripsi",1
"barang bagus , pengiriman cepat packaging nya aman . mantap bet ndan bakal sering belanja disini",1
produk sampai sesuai keterangan,1
"sudah dicoba , kualitas oke sesuai deskripsi terima kasih",1
speakernya mantap suaranya kualitas juga tidak mengecewakan recomended seller,1
order pake kardus ternyata dikirim plastik doang,0
tidak bisa di pakai gan barangnya,0
"sudah dipasang ekspress , soalnya datang kemaleman yang punya handphone nungguin . tapi barang bagus tanpa kendala",1
"jamnya sdh sampai , tampak keren saat dipakai terima kasih",1
ternyata kecil ya barangnya saya ga merhatiin ukurannya,1
packing oke . pengiriman cepat barangnya beneran ori thanks,1
proses cepat akurat berkualitas,1
thx . barang udh sampai agak ngawur masukin ke kantongnya tp gpp deh,1
"lumayanlah tapi analog kiri stiknya gak berfungsi , padahal udah saya setting di emulatornya kanannya bisa .",0
pesanan sesuai dan pengiriman cepat sampai . senang belanja di tokopedia,1
". yaa allah selalu lindungi dan berkahi setiap tindakan keputusan kami , anugerahi dengan keselamatan dunia akhirat aamiin",1
thanks ya gan .,1
barang cepat sampai dgn baik . terimakasih,1
"penjual responsif dan ramah , pengiriman cepat kue nya enak banget wangi lembut mantab . senang belanja disini makasih",1
pengiriman ok brang sesuai dgn hrg,1
"beli 2 barang , yg dikirim beda tinggi . tdk sesuai pulak sdh klik ukuran dan hrg nya pun mahal jd penjual jujur lah biar hslnya berkah",0
"pesen bayar ga ada menit udah di kirim , barang bagus juha test semua",1
"sip mantap cepat , memuas kan binggo",1
"ternyata bahannya gk bs melar , jd wlwpun bebas size tetap muat wlw udh ukuran terakhir .",0
"terimakasih , barang sudah diterima dg baik",1
"kimchinya enaak , udah order dilain tempat ini paling enak huhu",1
"baru terima paket siang ini . beli mukena disini , di iklan gak bilang klo tanpa tas saat komplain kenapa kusut malah respon sdh dicuci dan disetrika apa masih ? becanda nya bikin kesel nih penjual",0
kualitas produk diragukan dan sudah komplain tapi jawaban kurang membantu,0
barang sudah sampai dan berfungsi dengan baik,1
"sudah diterima dgn baik , sesuai pesanan dan yg diharapkan . packing mantab pengiriman super fast recomended seller",1
bekerja dengan baik .,1
mantap pelayanan dan produknya . recommended banget,1
"barang bagus , ringan di pakai .",1
"waduh bro kurang teliti dalam qc , tp utk harga segitu ok lah . ada yg bopeng dibagian lingkaran jam dan pengaitnya ane kira stainles ternyata plastik thx yah overall saya puas",0
"udah dicoba , lancar jaya gan thx bs hari minggh juga . ktolong bgt",1
barang nya tidak sesuai dgn anti fog embun besar kaca jendela mobill yang ada hanya mobil saja,0
ok barang sesuai dan respon pengiriman cepat . top,1
model brang sdh sesuai deskripsi . tapi kenapa ukuran 4nya ndak ya panjang tinggi spatunya kyk kaki no aku kasih foto sepatunya yg tak coba pakai,0
seller responsif dan barang oke,1
yg warna putih gak bisa connect ke hp gan . diretur order barang lg ntar ?,1
"tidak ada kartu garansi , katanya dari brand resmi . ini original apa kw ? jam nya sangat kecil jauh perkiraan mah anak",0
barang gampang lepas terlempar,0
"packing tidak rapih . balon foil kusut , dilipat hanya dimasukkan kedalam plastik kalau yg size kecil masih oke tp besar jadi pada lecek dan padahal dari awal chat saya udah bilang buat dijual lg sudah begini gak mungkin kasih ke orang",0
pelayanan cepat dan oke . packing kurang aman sih,1
penjual respon lambat kalau ditanya tentang cara pakai .,0
"pelayanan cukup bagus sih , kalau urusan barang mungkin sama aja kaya di lapak lain karena memang semuanya vendor nya merk sanyo saran buat penjual usahain quality control dulu barangnnya seblum dikasihin ke pembeli .",1
barang sudah diterima dan sesuai dengan deskripsi . kualitas oke mantap,1
"barang sdh sampai . thanks ,",1
kecewa pesan apa cat sepatu yang di kirim malah lem lagi . hadeh ya sudah lah yg pasti sih,0
terima kasih untuk barangnya,1
"segel rusak agak ragu sih dengan kualitas nya sempet komplain , disertakan video unboxing saat paket datang . tp sama penjual direspons negative yasudahlah kapok beli disini",0
"uda di terima gan , packing baik brg ok tes . thx",1
diterima dengan baik . semoga awet terimakasih,1
alhamdulillah barang sesuai pesanan,1
bagus berguna banget dan cepat sampainya,1
"lancar , ditunggu orderan berikutnya gan . thanks",1
"produk buruk . tidak bisa dipake , buang tempat sampah casing terbuka dan sim terbaca mending beli 2nd dari ini",0
pengiriman lama . fitur barang tidak sesuai dengan yang asli,0
waahh keren n mantap barangnya . pengiriman cepet banget cuma 1 hari udah nyampe thanks gan,1
sudah chat minta nota tapi g solusi gak dikirim tanpa diperbaiki pelayanan kedepannya,0
"brg udh sampe , kwalitet ruar biasa tem ksh",1
amit rasanya ?,0
barang telah diterima dengan selamat . mantab gan,1
makasih gan . barang diterima dlm kondiri baik,1
"barang nya bagus , kain elastis mantap",1
"kecewa , produk banyak yg kurang",0
responn cepat . barang,1
direfund cash amp sdh diterima .,0
"packing rapih , barang sesuai harga . thx",1
oke mantap . mayan beli buat lebaran,1
barangnya cepat sampainya,1
barang sampai dalam keadaan basah . dus seperti terendam banjir,0
"respon dan pengiriman cepat , barang oke good seller",1
"barang sesuai gambar amp packing rapi , terima kasih",1
"barang oke berfungsi dg baik , biar lambat asal selamat . semoga toko tambah laris manis makasih ya gan",1
produk ok agak telat,1
maskernya agak kecil tdk sesuai harga .,0
"packing kurang baik untuk silica gel , hanya dibungkus plastik dan plastiknya di hekter sehingga udara bisa keluar masuk mestinya seal supaya kedap udar",0
pengiriman cepat sepatunya bagus dpt tas pula sy jg beli dari olshop sebelah belum sampai padahal lebih dulu transaksi .,1
"uda biasa blanja di abbot , baru kali ini dateng penyok semua . ga tau promo gara emang abisin stok atau toko cabangnya yg bermasalah pasti ngga bakal belanja lagi cabang d",0
barang sudah di terima .,1
kiriman cepat dan barang yang sampai sesuai dengan yg di deskripsikan . baguss,1
"terima kasih kak , fast respon amp pengiriman cepat . produk original tapi kenapa di segelnya ada yg seperti dilepas ya digambar ini ? so far ga masalah karna boxnya juga tidak terbuka kok",1
tidak menerawang . nyaman dipakai bahannya adem jahitan rapi,1
biarkn bintang yg bicara,1
kartunya kw ori gimana sih,0
mic ga berfungsi,0
biarkan bintang yang berbicara . jos banget,1
"kualitas bukan foto asli , tapi hanya cetakan digital dgn kretas rendah . kami tidak bisa menggunakan ini untuk exhibition karena kualitasnya terlalu",0
"fast response , product bagus recommended seller",1
"barang tidak sesuai gambar , ukuran sangat kecil",0
ukuran dan warna sesuai,1
"saya kasih 2 bintang saja ya supaya lain kali diperhatikan barang yg dipajang judulnya apa . judul sudah mencantumkan warna , jadi di keterangan pembeli tidak lagi cuma ukuran untungnya juga males ribet mengembalikan dan minta tukar",0
"apakah sepatunya boleh di retur ? kualitas bahan kanan dan kiri berbeda , tebelnya beda tinggi nya juga",0
mantabh gan . lanjutkan,1
barang sesuai pesanan . respon seller cepat trusted recomended,1
sesuai deskripsi . oke seller nya pengiriman cepat,1
kemasan kirim baik dan cepat,1
respon cepat . barang sesuai deskripsi,1
pembelian kesekian kali mantap,1
"beli 2 , 1 tidak bisa . wong rusak bilangnya sudah dicek tapi kok ga ya",0
proses cepat . packing rapi paket selamat sampai tujuan terima kasih,1
"produk cukup baik , respon cepat",1
"produk mengecewakan . kecewa awalnya sih oke tpi setelah seminggu pemakaian entah kenapa g bisa di cas , sudh saya coba berkali kli tetep sangat dengan ini kwalitasnya kurang bagus",0
"mhn dipakein buble wrap , klo pun ada tambahan biaya ga masalah . soalnya bocor 1",1
bolanya sedikit lebih ringan dibanding yg biasa saya pakai . tp bagus kok,1
"barang tdk bs di pake , ring tune jg g",0
kondisi diterima patah,0
"produk belum sampai , dan uang d kmbalikan",0
pengiriman cepat . admin komunikatif barang bagus recomended seller,1
